index,page,row,school_info,question_source,answer_source,question_url,answer_url,question_path,answer_path
1,1,1,"成功國小 / 彰化縣 / 4年級 國語 / 110上 期中2 / 康軒",100298961aea6381588e.pdf,100298961aea63815a47.pdf,https://www.tcool.cc/d/q/100298961aea6381588e.pdf,https://www.tcool.cc/d/a/100298961aea63815a47.pdf,questions/Q_100298961aea6381588e.pdf,answers/A_100298961aea63815a47.pdf
2,1,2,"大園國小 / 彰化縣 / 4年級 國語 / 110上 期中2 / 康軒",100292461a98048b1c16.pdf,100292461a98048b2015.pdf,https://www.tcool.cc/d/q/100292461a98048b1c16.pdf,https://www.tcool.cc/d/a/100292461a98048b2015.pdf,questions/Q_100292461a98048b1c16.pdf,answers/A_100292461a98048b2015.pdf
3,1,4,"新生國小 / 臺東縣 / 4年級 國語 / 110上 期中1 / 康軒",100434962de5fb5a87f9.pdf,100434962de5fb5a9e34.pdf,https://www.tcool.cc/d/q/100434962de5fb5a87f9.pdf,https://www.tcool.cc/d/a/100434962de5fb5a9e34.pdf,questions/Q_100434962de5fb5a87f9.pdf,answers/A_100434962de5fb5a9e34.pdf
4,1,5,"成功國小 / 彰化縣 / 4年級 國語 / 110上 期中1 / 康軒",100298962466d3370f27.pdf,100298962466d3371196.pdf,https://www.tcool.cc/d/q/100298962466d3370f27.pdf,https://www.tcool.cc/d/a/100298962466d3371196.pdf,questions/Q_100298962466d3370f27.pdf,answers/A_100298962466d3371196.pdf
5,1,7,"海佃國小 / 臺南市 / 4年級 國語 / 110上 期中1 / 康軒",100503061eb66cf50b81.pdf,100503061eb66cf50d26.pdf,https://www.tcool.cc/d/q/100503061eb66cf50b81.pdf,https://www.tcool.cc/d/a/100503061eb66cf50d26.pdf,questions/Q_100503061eb66cf50b81.pdf,answers/A_100503061eb66cf50d26.pdf
6,1,8,"成德國小 / 臺北市 / 4年級 國語 / 110上 期中1 / 康軒",100524561970957009d6.pdf,10052456197095700d61.pdf,https://www.tcool.cc/d/q/100524561970957009d6.pdf,https://www.tcool.cc/d/a/10052456197095700d61.pdf,questions/Q_100524561970957009d6.pdf,answers/A_10052456197095700d61.pdf
7,2,1,"桃子腳國小 / 新北市 / 4年級 英語 / 113上 期中1 / 康軒",20000020b41121395f83.pdf,20000020a41121395f83.pdf,https://www.tcool.cc/d/q/20000020b41121395f83.pdf,https://www.tcool.cc/d/a/20000020a41121395f83.pdf,questions/Q_20000020b41121395f83.pdf,answers/A_20000020a41121395f83.pdf
8,2,6,"太平國小 / 臺北市 / 4年級 英語 / 112下 期末2 / 康軒",1005165668c935761173.pdf,1005165668c9357613b5.pdf,https://www.tcool.cc/d/q/1005165668c935761173.pdf,https://www.tcool.cc/d/a/1005165668c9357613b5.pdf,questions/Q_1005165668c935761173.pdf,answers/A_1005165668c9357613b5.pdf
9,2,9,"大莊國小 / 彰化縣 / 4年級 英語 / 112下 期中1 / 康軒",1002991668e0aea250c7.pdf,1002991668e0aea254f2.pdf,https://www.tcool.cc/d/q/1002991668e0aea250c7.pdf,https://www.tcool.cc/d/a/1002991668e0aea254f2.pdf,questions/Q_1002991668e0aea250c7.pdf,answers/A_1002991668e0aea254f2.pdf
10,2,10,"太平國小 / 臺北市 / 4年級 英語 / 112下 期中1 / 康軒",1005165668c935760a8c.pdf,1005165668c935760cf4.pdf,https://www.tcool.cc/d/q/1005165668c935760a8c.pdf,https://www.tcool.cc/d/a/1005165668c935760cf4.pdf,questions/Q_1005165668c935760a8c.pdf,answers/A_1005165668c935760cf4.pdf
11,3,1,"安和國小 / 新北市 / 4年級 英語 / 112上 期末2 / 康軒",20002121b42402295f5e.pdf,20002121a42402295f5e.pdf,https://www.tcool.cc/d/q/20002121b42402295f5e.pdf,https://www.tcool.cc/d/a/20002121a42402295f5e.pdf,questions/Q_20002121b42402295f5e.pdf,answers/A_20002121a42402295f5e.pdf
12,3,2,"太平國小 / 臺北市 / 4年級 英語 / 112上 期末2 / 康軒",100516565af1460b2379.pdf,100516565af1460b25e0.pdf,https://www.tcool.cc/d/q/100516565af1460b2379.pdf,https://www.tcool.cc/d/a/100516565af1460b25e0.pdf,questions/Q_100516565af1460b2379.pdf,answers/A_100516565af1460b25e0.pdf
13,3,3,"大莊國小 / 彰化縣 / 4年級 英語 / 112上 期末3 / 康軒",100299165aa357a6c041.pdf,100299165ade20343f7f.pdf,https://www.tcool.cc/d/q/100299165aa357a6c041.pdf,https://www.tcool.cc/d/a/100299165ade20343f7f.pdf,questions/Q_100299165aa357a6c041.pdf,answers/A_100299165ade20343f7f.pdf
14,3,8,"中山國小 / 臺北市 / 4年級 英語 / 112上 期中1 / 康軒",100177765748546b7165.pdf,100177765748546b743c.pdf,https://www.tcool.cc/d/q/100177765748546b7165.pdf,https://www.tcool.cc/d/a/100177765748546b743c.pdf,questions/Q_100177765748546b7165.pdf,answers/A_100177765748546b743c.pdf
15,3,9,"延平國小 / 臺北市 / 4年級 英語 / 112上 期中1 / 康軒",100517065657e8d42916.pdf,100517065657e8d42ccf.pdf,https://www.tcool.cc/d/q/100517065657e8d42916.pdf,https://www.tcool.cc/d/a/100517065657e8d42ccf.pdf,questions/Q_100517065657e8d42916.pdf,answers/A_100517065657e8d42ccf.pdf
16,3,10,"河堤國小 / 臺北市 / 4年級 英語 / 112上 期中1 / 康軒",100514565644c091a3ac.pdf,100514565644c091a6ff.pdf,https://www.tcool.cc/d/q/100514565644c091a3ac.pdf,https://www.tcool.cc/d/a/100514565644c091a6ff.pdf,questions/Q_100514565644c091a3ac.pdf,answers/A_100514565644c091a6ff.pdf
17,4,3,"太平國小 / 臺北市 / 4年級 英語 / 112上 期中1 / 康軒",1005165654ae48cccae6.pdf,1005165654ae48ccd006.pdf,https://www.tcool.cc/d/q/1005165654ae48cccae6.pdf,https://www.tcool.cc/d/a/1005165654ae48ccd006.pdf,questions/Q_1005165654ae48cccae6.pdf,answers/A_1005165654ae48ccd006.pdf
18,4,5,"大莊國小 / 彰化縣 / 4年級 英語 / 112上 期中1 / 康軒",10029916541f72339bbe.pdf,10029916541f7233a011.pdf,https://www.tcool.cc/d/q/10029916541f72339bbe.pdf,https://www.tcool.cc/d/a/10029916541f7233a011.pdf,questions/Q_10029916541f72339bbe.pdf,answers/A_10029916541f7233a011.pdf
19,4,7,"桃子腳國小 / 新北市 / 4年級 英語 / 111下 期末2 / 康軒",20002608b421706328eb.pdf,20002608a421706328eb.pdf,https://www.tcool.cc/d/q/20002608b421706328eb.pdf,https://www.tcool.cc/d/a/20002608a421706328eb.pdf,questions/Q_20002608b421706328eb.pdf,answers/A_20002608a421706328eb.pdf
20,5,2,"大莊國小 / 彰化縣 / 4年級 英語 / 111下 期末3 / 康軒",1002991649cffcc17f61.pdf,1002991649cffcc187a0.pdf,https://www.tcool.cc/d/q/1002991649cffcc17f61.pdf,https://www.tcool.cc/d/a/1002991649cffcc187a0.pdf,questions/Q_1002991649cffcc17f61.pdf,answers/A_1002991649cffcc187a0.pdf
21,5,3,"桃子腳國小 / 新北市 / 4年級 英語 / 111下 期中1 / 康軒",20002607b4140df295a0.pdf,20002607a4140df295a0.pdf,https://www.tcool.cc/d/q/20002607b4140df295a0.pdf,https://www.tcool.cc/d/a/20002607a4140df295a0.pdf,questions/Q_20002607b4140df295a0.pdf,answers/A_20002607a4140df295a0.pdf
22,5,4,"大莊國小 / 彰化縣 / 4年級 英語 / 111下 期中1 / 康軒",1002991649e91cee9a50.pdf,1002991649e96abd5d0b.pdf,https://www.tcool.cc/d/q/1002991649e91cee9a50.pdf,https://www.tcool.cc/d/a/1002991649e96abd5d0b.pdf,questions/Q_1002991649e91cee9a50.pdf,answers/A_1002991649e96abd5d0b.pdf
23,5,5,"桃子腳國小 / 新北市 / 4年級 英語 / 111上 期末2 / 康軒",20002606b41133a45e23.pdf,20002606a41133a45e23.pdf,https://www.tcool.cc/d/q/20002606b41133a45e23.pdf,https://www.tcool.cc/d/a/20002606a41133a45e23.pdf,questions/Q_20002606b41133a45e23.pdf,answers/A_20002606a41133a45e23.pdf
24,5,6,"田中國小 / 彰化縣 / 4年級 英語 / 111上 期末2 / 康軒",100295563c792993ee86.pdf,100295563c792993f118.pdf,https://www.tcool.cc/d/q/100295563c792993ee86.pdf,https://www.tcool.cc/d/a/100295563c792993f118.pdf,questions/Q_100295563c792993ee86.pdf,answers/A_100295563c792993f118.pdf
25,5,7,"大莊國小 / 彰化縣 / 4年級 英語 / 111上 期中2 / 康軒",1002991638da54fc74b0.pdf,1002991638da85f71906.pdf,https://www.tcool.cc/d/q/1002991638da54fc74b0.pdf,https://www.tcool.cc/d/a/1002991638da85f71906.pdf,questions/Q_1002991638da54fc74b0.pdf,answers/A_1002991638da85f71906.pdf
26,5,8,"桃子腳國小 / 新北市 / 4年級 英語 / 111上 期中1 / 康軒",20002605b42435db64e3.pdf,20002605a42435db64e3.pdf,https://www.tcool.cc/d/q/20002605b42435db64e3.pdf,https://www.tcool.cc/d/a/20002605a42435db64e3.pdf,questions/Q_20002605b42435db64e3.pdf,answers/A_20002605a42435db64e3.pdf
27,6,3,"三民國小 / 彰化縣 / 4年級 英語 / 111上 期中1 / 康軒",1002865637346850d2fd.pdf,1002865637346850d74e.pdf,https://www.tcool.cc/d/q/1002865637346850d2fd.pdf,https://www.tcool.cc/d/a/1002865637346850d74e.pdf,questions/Q_1002865637346850d2fd.pdf,answers/A_1002865637346850d74e.pdf
28,6,6,"安和國小 / 新北市 / 4年級 英語 / 110下 期末2 / 康軒",20001953b4141ed88168.pdf,20001953a4141ed88168.pdf,https://www.tcool.cc/d/q/20001953b4141ed88168.pdf,https://www.tcool.cc/d/a/20001953a4141ed88168.pdf,questions/Q_20001953b4141ed88168.pdf,answers/A_20001953a4141ed88168.pdf
29,6,7,"安和國小 / 新北市 / 4年級 英語 / 110上 期末2 / 康軒",20001952b424374059bc.pdf,20001952a424374059bc.pdf,https://www.tcool.cc/d/q/20001952b424374059bc.pdf,https://www.tcool.cc/d/a/20001952a424374059bc.pdf,questions/Q_20001952b424374059bc.pdf,answers/A_20001952a424374059bc.pdf
30,6,8,"伸東國小 / 彰化縣 / 4年級 英語 / 110上 期末2 / 康軒",100289361e8adf31c66c.pdf,100289361e8adf31c871.pdf,https://www.tcool.cc/d/q/100289361e8adf31c66c.pdf,https://www.tcool.cc/d/a/100289361e8adf31c871.pdf,questions/Q_100289361e8adf31c66c.pdf,answers/A_100289361e8adf31c871.pdf
31,6,9,"大園國小 / 彰化縣 / 4年級 英語 / 110上 期末3 / 康軒",100292461e78078c0e60.pdf,100292461e78078c0ffd.pdf,https://www.tcool.cc/d/q/100292461e78078c0e60.pdf,https://www.tcool.cc/d/a/100292461e78078c0ffd.pdf,questions/Q_100292461e78078c0e60.pdf,answers/A_100292461e78078c0ffd.pdf
32,6,10,"大園國小 / 彰化縣 / 4年級 英語 / 110上 期中2 / 康軒",100292461b01c71ad61d.pdf,100292461b01c71ad98e.pdf,https://www.tcool.cc/d/q/100292461b01c71ad61d.pdf,https://www.tcool.cc/d/a/100292461b01c71ad98e.pdf,questions/Q_100292461b01c71ad61d.pdf,answers/A_100292461b01c71ad98e.pdf
33,7,1,"伸東國小 / 彰化縣 / 4年級 英語 / 110上 期中1 / 康軒",1002893625f8f0a07425.pdf,1002893625f8f0a07620.pdf,https://www.tcool.cc/d/q/1002893625f8f0a07425.pdf,https://www.tcool.cc/d/a/1002893625f8f0a07620.pdf,questions/Q_1002893625f8f0a07425.pdf,answers/A_1002893625f8f0a07620.pdf
34,7,2,"伸東國小 / 彰化縣 / 4年級 英語 / 110上 期中1 / 康軒",1002893618cb2367b586.pdf,1002893618cb2367b79e.pdf,https://www.tcool.cc/d/q/1002893618cb2367b586.pdf,https://www.tcool.cc/d/a/1002893618cb2367b79e.pdf,questions/Q_1002893618cb2367b586.pdf,answers/A_1002893618cb2367b79e.pdf
35,7,5,"大園國小 / 彰化縣 / 4年級 英語 / 110上 期中1 / 康軒",1002924616e3f4559f7d.pdf,1002924616e3f455a6aa.pdf,https://www.tcool.cc/d/q/1002924616e3f4559f7d.pdf,https://www.tcool.cc/d/a/1002924616e3f455a6aa.pdf,questions/Q_1002924616e3f4559f7d.pdf,answers/A_1002924616e3f455a6aa.pdf
36,7,7,"安和國小 / 新北市 / 4年級 英語 / 109下 期末2 / 康軒",100178564094bc68d8a7.pdf,100178564094bc68db97.pdf,https://www.tcool.cc/d/q/100178564094bc68d8a7.pdf,https://www.tcool.cc/d/a/100178564094bc68db97.pdf,questions/Q_100178564094bc68d8a7.pdf,answers/A_100178564094bc68db97.pdf
37,7,8,"伸東國小 / 彰化縣 / 4年級 英語 / 109下 期中1 / 康軒",10028936092827c39b13.pdf,10028936092827c39dce.pdf,https://www.tcool.cc/d/q/10028936092827c39b13.pdf,https://www.tcool.cc/d/a/10028936092827c39dce.pdf,questions/Q_10028936092827c39b13.pdf,answers/A_10028936092827c39dce.pdf
38,7,9,"大園國小 / 彰化縣 / 4年級 英語 / 109下 期中1 / 康軒",10029246065764d69426.pdf,10029246065764d69673.pdf,https://www.tcool.cc/d/q/10029246065764d69426.pdf,https://www.tcool.cc/d/a/10029246065764d69673.pdf,questions/Q_10029246065764d69426.pdf,answers/A_10029246065764d69673.pdf
39,7,10,"興南國小 / 新北市 / 4年級 英語 / 109上 期末2 / 康軒",1001651601a082f3c067.pdf,1001651601a082f3c3ed.pdf,https://www.tcool.cc/d/q/1001651601a082f3c067.pdf,https://www.tcool.cc/d/a/1001651601a082f3c3ed.pdf,questions/Q_1001651601a082f3c067.pdf,answers/A_1001651601a082f3c3ed.pdf
