index,page,row,school_info,question_source,answer_source,question_url,answer_url,question_path,answer_path
1,1,6,"四維國小 / 臺中市 / 2年級 英語 / 112下 期末2 / 康軒",10048816695e5a61c9a3.pdf,10048816695e5a61cd87.pdf,https://www.tcool.cc/d/q/10048816695e5a61c9a3.pdf,https://www.tcool.cc/d/a/10048816695e5a61cd87.pdf,questions/Q_10048816695e5a61c9a3.pdf,answers/A_10048816695e5a61cd87.pdf
2,1,7,"太平國小 / 臺北市 / 2年級 英語 / 112下 期末2 / 康軒",1005165668c91e503e75.pdf,1005165668c91e504381.pdf,https://www.tcool.cc/d/q/1005165668c91e503e75.pdf,https://www.tcool.cc/d/a/1005165668c91e504381.pdf,questions/Q_1005165668c91e503e75.pdf,answers/A_1005165668c91e504381.pdf
3,1,8,"四維國小 / 臺中市 / 2年級 英語 / 112下 期中1 / 康軒",10048816694d4b3b969b.pdf,10048816694d4b3b9b33.pdf,https://www.tcool.cc/d/q/10048816694d4b3b969b.pdf,https://www.tcool.cc/d/a/10048816694d4b3b9b33.pdf,questions/Q_10048816694d4b3b969b.pdf,answers/A_10048816694d4b3b9b33.pdf
4,1,9,"太平國小 / 臺北市 / 2年級 英語 / 112下 期中1 / 康軒",1005165668c91e502e8f.pdf,1005165668c91e5033df.pdf,https://www.tcool.cc/d/q/1005165668c91e502e8f.pdf,https://www.tcool.cc/d/a/1005165668c91e5033df.pdf,questions/Q_1005165668c91e502e8f.pdf,answers/A_1005165668c91e5033df.pdf
5,1,10,"四維國小 / 臺中市 / 2年級 英語 / 112上 期末2 / 康軒",100488165c083b2d8731.pdf,100488165c083b2d8b5f.pdf,https://www.tcool.cc/d/q/100488165c083b2d8731.pdf,https://www.tcool.cc/d/a/100488165c083b2d8b5f.pdf,questions/Q_100488165c083b2d8731.pdf,answers/A_100488165c083b2d8b5f.pdf
6,2,1,"太平國小 / 臺北市 / 2年級 英語 / 112上 期末2 / 康軒",100516565af1460b0fa9.pdf,100516565af1460b1448.pdf,https://www.tcool.cc/d/q/100516565af1460b0fa9.pdf,https://www.tcool.cc/d/a/100516565af1460b1448.pdf,questions/Q_100516565af1460b0fa9.pdf,answers/A_100516565af1460b1448.pdf
7,2,3,"四維國小 / 臺中市 / 2年級 英語 / 112上 期中1 / 康軒",100488165c197cbcfca7.pdf,100488165c197cbd0099.pdf,https://www.tcool.cc/d/q/100488165c197cbcfca7.pdf,https://www.tcool.cc/d/a/100488165c197cbd0099.pdf,questions/Q_100488165c197cbcfca7.pdf,answers/A_100488165c197cbd0099.pdf
8,2,8,"成德國小 / 臺北市 / 2年級 英語 / 110上 期中1 / 康軒",10052456197049c9c856.pdf,10052456197049c9ca16.pdf,https://www.tcool.cc/d/q/10052456197049c9c856.pdf,https://www.tcool.cc/d/a/10052456197049c9ca16.pdf,questions/Q_10052456197049c9c856.pdf,answers/A_10052456197049c9ca16.pdf
9,2,10,"成德國小 / 臺北市 / 2年級 英語 / 109下 期中1 / 康軒",100524560ebd122b4592.pdf,100524560ebd122b47af.pdf,https://www.tcool.cc/d/q/100524560ebd122b4592.pdf,https://www.tcool.cc/d/a/100524560ebd122b47af.pdf,questions/Q_100524560ebd122b4592.pdf,answers/A_100524560ebd122b47af.pdf
10,3,1,"四維國小 / 臺中市 / 2年級 英語 / 109下 期中1 / 康軒",100488160e53d7c7c2b4.pdf,100488160e53d7c7c455.pdf,https://www.tcool.cc/d/q/100488160e53d7c7c2b4.pdf,https://www.tcool.cc/d/a/100488160e53d7c7c455.pdf,questions/Q_100488160e53d7c7c2b4.pdf,answers/A_100488160e53d7c7c455.pdf
11,3,2,"四維國小 / 臺中市 / 2年級 英語 / 109上 期末2 / 康軒",100488160753fe03d2bd.pdf,100488160753fe03d774.pdf,https://www.tcool.cc/d/q/100488160753fe03d2bd.pdf,https://www.tcool.cc/d/a/100488160753fe03d774.pdf,questions/Q_100488160753fe03d2bd.pdf,answers/A_100488160753fe03d774.pdf
12,3,4,"成德國小 / 臺北市 / 2年級 英語 / 109上 期中1 / 康軒",1005245606573e74ad1c.pdf,1005245606573e74b064.pdf,https://www.tcool.cc/d/q/1005245606573e74ad1c.pdf,https://www.tcool.cc/d/a/1005245606573e74b064.pdf,questions/Q_1005245606573e74ad1c.pdf,answers/A_1005245606573e74b064.pdf
13,3,5,"伸東國小 / 彰化縣 / 2年級 英語 / 108下 期末2 / 康軒",10028935f0a97d1f1772.pdf,10028935fcdf06eb2250.pdf,https://www.tcool.cc/d/q/10028935f0a97d1f1772.pdf,https://www.tcool.cc/d/a/10028935fcdf06eb2250.pdf,questions/Q_10028935f0a97d1f1772.pdf,answers/A_10028935fcdf06eb2250.pdf
