index,page,row,school_info,question_source,answer_source,question_url,answer_url,question_path,answer_path
1,1,8,"國聖國小 / 彰化縣 / 3年級 英語 / 113上 期中1 / 康軒",10028686731b20710c3a.pdf,10028686731b20710e92.pdf,https://www.tcool.cc/d/q/10028686731b20710c3a.pdf,https://www.tcool.cc/d/a/10028686731b20710e92.pdf,questions/Q_10028686731b20710c3a.pdf,answers/A_10028686731b20710e92.pdf
2,1,9,"大莊國小 / 彰化縣 / 3年級 英語 / 113上 期中1 / 康軒",10029916728547db197a.pdf,10029916728547db1dcf.pdf,https://www.tcool.cc/d/q/10029916728547db197a.pdf,https://www.tcool.cc/d/a/10029916728547db1dcf.pdf,questions/Q_10029916728547db197a.pdf,answers/A_10029916728547db1dcf.pdf
3,2,3,"太平國小 / 臺北市 / 3年級 英語 / 112下 期末2 / 康軒",1005165668c91e5061d6.pdf,1005165668c91e5064f1.pdf,https://www.tcool.cc/d/q/1005165668c91e5061d6.pdf,https://www.tcool.cc/d/a/1005165668c91e5064f1.pdf,questions/Q_1005165668c91e5061d6.pdf,answers/A_1005165668c91e5064f1.pdf
4,2,6,"太平國小 / 臺北市 / 3年級 英語 / 112下 期中1 / 康軒",1005165668c91e505c17.pdf,1005165668c91e505e3b.pdf,https://www.tcool.cc/d/q/1005165668c91e505c17.pdf,https://www.tcool.cc/d/a/1005165668c91e505e3b.pdf,questions/Q_1005165668c91e505c17.pdf,answers/A_1005165668c91e505e3b.pdf
5,2,7,"太平國小 / 臺北市 / 3年級 英語 / 112上 期末2 / 康軒",100516565af1460b1aef.pdf,100516565af1460b1e9e.pdf,https://www.tcool.cc/d/q/100516565af1460b1aef.pdf,https://www.tcool.cc/d/a/100516565af1460b1e9e.pdf,questions/Q_100516565af1460b1aef.pdf,answers/A_100516565af1460b1e9e.pdf
6,2,8,"大莊國小 / 彰化縣 / 3年級 英語 / 112上 期末3 / 康軒",100299165aa35470f579.pdf,100299165ade2159aaa2.pdf,https://www.tcool.cc/d/q/100299165aa35470f579.pdf,https://www.tcool.cc/d/a/100299165ade2159aaa2.pdf,questions/Q_100299165aa35470f579.pdf,answers/A_100299165ade2159aaa2.pdf
7,3,1,"河堤國小 / 臺北市 / 3年級 英語 / 112上 期中1 / 康軒",100514565644c0918104.pdf,100514565644c091855f.pdf,https://www.tcool.cc/d/q/100514565644c0918104.pdf,https://www.tcool.cc/d/a/100514565644c091855f.pdf,questions/Q_100514565644c0918104.pdf,answers/A_100514565644c091855f.pdf
8,3,3,"實踐國小 / 臺北市 / 3年級 英語 / 112上 期中1 / 康軒",1005226655175474be84.pdf,1005226655175474c258.pdf,https://www.tcool.cc/d/q/1005226655175474be84.pdf,https://www.tcool.cc/d/a/1005226655175474c258.pdf,questions/Q_1005226655175474be84.pdf,answers/A_1005226655175474c258.pdf
9,3,4,"太平國小 / 臺北市 / 3年級 英語 / 112上 期中1 / 康軒",1005165654ae24bdef80.pdf,1005165654ae24bdf2c1.pdf,https://www.tcool.cc/d/q/1005165654ae24bdef80.pdf,https://www.tcool.cc/d/a/1005165654ae24bdf2c1.pdf,questions/Q_1005165654ae24bdef80.pdf,answers/A_1005165654ae24bdf2c1.pdf
10,3,5,"文德國小 / 彰化縣 / 3年級 英語 / 112上 期中1 / 康軒",10028766549d58cdba75.pdf,10028766549d58cdbf8a.pdf,https://www.tcool.cc/d/q/10028766549d58cdba75.pdf,https://www.tcool.cc/d/a/10028766549d58cdbf8a.pdf,questions/Q_10028766549d58cdba75.pdf,answers/A_10028766549d58cdbf8a.pdf
11,3,6,"大莊國小 / 彰化縣 / 3年級 英語 / 112上 期中1 / 康軒",10029916541f6f41135c.pdf,10029916541f6f4116ff.pdf,https://www.tcool.cc/d/q/10029916541f6f41135c.pdf,https://www.tcool.cc/d/a/10029916541f6f4116ff.pdf,questions/Q_10029916541f6f41135c.pdf,answers/A_10029916541f6f4116ff.pdf
12,4,3,"大莊國小 / 彰化縣 / 3年級 英語 / 111下 期末3 / 康軒",1002991649cfa9e35b1c.pdf,1002991649cfa9e35ee4.pdf,https://www.tcool.cc/d/q/1002991649cfa9e35b1c.pdf,https://www.tcool.cc/d/a/1002991649cfa9e35ee4.pdf,questions/Q_1002991649cfa9e35b1c.pdf,answers/A_1002991649cfa9e35ee4.pdf
